,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3
2415,0,35,1,22750,5.0,13,10.0,2,6,1,2,3,3,3.0,4.0,2.0,1,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False
2416,0,42,1,78790,2.0,11,11.0,2,5,0,2,3,2,4.0,4.0,4.0,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
2417,0,38,6,49300,9.0,14,14.0,0,1,0,0,3,4,4.0,3.0,3.0,1,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False
2418,0,38,20,78470,3.0,14,9.0,3,7,1,7,3,4,4.0,4.0,3.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2419,0,27,10,44010,5.0,13,6.0,4,2,2,0,3,3,2.0,2.0,4.0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
2420,0,49,18,92410,1.0,19,7.0,5,7,1,7,3,1,2.0,4.0,4.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
2421,0,34,6,29740,1.0,23,5.0,2,5,2,0,4,3,3.0,4.0,4.0,1,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2422,0,40,18,45020,8.0,12,15.0,0,7,3,7,3,3,2.0,2.0,3.0,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
2423,0,22,1,129360,1.0,11,4.0,3,4,2,2,3,3,3.0,4.0,4.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2424,0,36,1,23050,1.0,17,8.0,3,8,1,7,3,3,2.0,4.0,3.0,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
2425,0,40,22,167040,9.0,22,5.0,2,3,0,2,4,4,3.0,4.0,4.0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2426,0,46,20,34330,7.0,18,17.0,3,4,0,3,3,4,4.0,4.0,3.0,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
2427,0,30,14,64300,1.0,12,12.0,2,11,5,8,3,4,2.0,4.0,3.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
2428,0,27,14,65160,1.0,19,7.0,4,7,0,7,3,2,4.0,4.0,3.0,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
2429,0,51,2,39070,5.0,13,16.0,2,10,4,7,3,3,4.0,3.0,4.0,3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
2430,0,41,1,68830,3.0,19,16.0,3,1,0,0,3,4,4.0,4.0,3.0,2,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
2431,0,45,2,103680,6.0,12,23.0,2,19,12,8,3,3,4.0,3.0,4.0,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False
2432,0,54,6,61340,2.0,19,16.0,2,6,0,5,3,2,3.0,4.0,3.0,3,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2433,0,36,13,67350,8.0,25,16.0,3,13,3,7,4,3,4.0,4.0,4.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2434,0,33,7,32950,6.0,22,7.0,2,3,1,1,4,3,4.0,3.0,4.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
2435,0,37,2,52380,1.0,15,10.0,5,10,0,7,3,4,4.0,3.0,4.0,1,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2436,0,38,1,64720,0.0,12,17.0,4,16,5,13,3,4,4.0,4.0,3.0,1,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2437,0,31,3,96100,0.0,11,6.0,2,5,1,4,3,3,4.0,2.0,4.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False
2438,0,59,4,198330,3.0,13,7.0,2,1,0,0,3,3,1.0,3.0,3.0,3,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
2439,0,37,2,97560,4.0,19,13.0,2,9,5,8,3,4,3.0,4.0,3.0,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2440,0,29,12,49680,1.0,19,11.0,4,11,4,1,3,1,4.0,3.0,2.0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
2441,0,35,15,21450,1.0,13,10.0,6,10,0,8,3,4,2.0,2.0,3.0,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2442,0,52,1,83460,7.0,14,6.0,5,2,2,2,3,3,3.0,2.0,4.0,3,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
2443,0,42,6,34450,1.0,11,22.0,2,22,11,15,3,3,4.0,2.0,2.0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
2444,0,59,3,27600,8.0,11,7.0,3,2,2,2,3,4,4.0,3.0,3.0,3,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
2445,0,50,9,62940,3.0,23,32.0,2,7,0,6,4,4,2.0,4.0,3.0,2,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2446,0,43,1,29320,5.0,24,22.0,3,17,1,9,4,3,4.0,2.0,4.0,2,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2447,0,52,2,45070,1.0,14,33.0,3,33,15,12,3,3,3.0,4.0,3.0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
2448,0,32,10,85640,2.0,16,6.0,2,4,1,2,3,4,2.0,2.0,3.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
2449,0,39,21,81610,7.0,12,7.0,2,3,1,2,3,3,2.0,3.0,3.0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2450,0,32,2,21090,0.0,13,4.0,3,3,2,2,3,4,4.0,2.0,3.0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
2451,0,41,23,52940,2.0,15,17.0,3,1,0,0,3,3,4.0,4.0,4.0,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2452,0,40,2,27180,1.0,14,9.0,4,9,4,7,3,3,4.0,4.0,4.0,1,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2453,0,45,14,58110,0.0,14,25.0,4,24,1,7,3,2,4.0,3.0,3.0,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
2454,0,31,6,24370,9.0,14,9.0,3,2,2,2,3,2,3.0,3.0,2.0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
2455,0,33,2,27660,1.0,12,2.0,2,2,0,2,3,4,4.0,3.0,3.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
2456,0,34,21,190380,6.0,13,13.0,3,11,5,9,3,4,4.0,2.0,2.0,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
2457,0,37,18,30550,2.0,14,17.0,3,3,0,2,3,3,2.0,4.0,2.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
2458,0,45,17,22890,4.0,13,9.0,3,3,0,2,3,3,3.0,4.0,2.0,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2459,0,39,18,129650,0.0,19,20.0,2,19,11,8,3,4,2.0,3.0,4.0,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
2460,0,29,3,35390,1.0,18,6.0,2,6,1,5,3,3,3.0,4.0,2.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
2461,0,42,4,60290,3.0,17,10.0,5,3,0,2,3,3,3.0,2.0,3.0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
2462,0,29,2,26790,2.0,15,10.0,2,3,0,2,3,3,4.0,4.0,3.0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2463,0,25,20,37020,0.0,20,5.0,4,4,1,2,4,3,3.0,3.0,4.0,0,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
2464,0,42,14,23980,0.0,14,10.0,2,9,7,8,3,3,4.0,4.0,3.0,2,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
2465,0,40,22,54680,0.0,12,22.0,6,21,3,9,3,4,4.0,2.0,3.0,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
2466,0,51,5,131160,1.0,11,1.0,6,1,0,0,3,3,4.0,4.0,4.0,3,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2467,0,32,14,193280,1.0,15,5.0,2,5,0,3,3,2,2.0,1.0,4.0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
2468,0,38,2,83210,3.0,11,13.0,5,8,7,5,3,4,4.0,3.0,2.0,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
2469,0,32,8,23420,4.0,12,9.0,2,6,0,4,3,4,2.0,4.0,3.0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
2470,0,46,6,40710,3.0,13,28.0,5,7,7,7,3,4,4.0,1.0,4.0,2,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
2471,0,29,14,31430,2.0,22,10.0,2,0,0,0,4,3,4.0,3.0,3.0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
2472,0,31,1,20440,0.0,21,10.0,2,9,7,8,4,3,2.0,2.0,4.0,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
2473,0,25,6,134640,1.0,13,6.0,2,6,1,5,3,3,2.0,4.0,4.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
2474,0,45,14,79910,0.0,13,21.0,2,20,4,10,3,3,3.0,3.0,3.0,2,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
2475,0,36,22,33770,0.0,12,16.0,2,15,10,11,3,3,2.0,2.0,4.0,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
2476,0,55,11,55380,0.0,17,37.0,2,36,4,13,3,4,3.0,3.0,3.0,3,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2477,0,28,1,25920,1.0,14,5.0,2,5,0,4,3,4,4.0,2.0,3.0,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2478,0,37,1,53460,4.0,11,7.0,2,5,0,1,3,4,4.0,2.0,2.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
2479,0,21,2,42130,1.0,12,3.0,3,3,1,0,3,2,4.0,3.0,3.0,0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
2480,0,37,1,41270,2.0,13,15.0,2,5,0,2,3,4,2.0,4.0,3.0,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
2481,0,35,6,24380,7.0,16,10.0,5,7,6,2,3,3,3.0,4.0,3.0,1,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2482,0,38,6,68700,1.0,11,8.0,5,8,7,7,3,4,4.0,4.0,4.0,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2483,0,26,1,104470,1.0,18,6.0,3,6,1,4,3,4,3.0,3.0,3.0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
2484,0,50,6,96670,3.0,23,28.0,2,10,1,6,4,2,4.0,3.0,4.0,2,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2485,0,53,9,21480,3.0,11,21.0,2,5,1,3,3,4,3.0,1.0,3.0,3,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
2486,0,42,3,89260,1.0,14,20.0,4,20,11,6,3,2,1.0,4.0,1.0,2,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2487,0,29,13,65130,1.0,11,10.0,2,10,0,9,3,3,1.0,3.0,3.0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
2488,0,55,1,67990,3.0,11,12.0,2,10,0,8,3,3,2.0,2.0,4.0,3,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
2489,0,26,7,162910,1.0,22,5.0,3,5,3,3,4,4,3.0,4.0,3.0,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2490,0,37,4,27050,1.0,11,17.0,2,17,5,7,3,3,4.0,3.0,4.0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2491,0,38,2,44480,9.0,12,10.0,3,2,1,2,3,4,3.0,3.0,2.0,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2492,0,28,6,96370,1.0,13,5.0,6,5,0,2,3,4,3.0,3.0,4.0,0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
2493,0,49,1,35910,9.0,13,22.0,2,3,1,2,3,3,4.0,3.0,4.0,2,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
2494,0,36,4,54050,4.0,14,10.0,2,8,7,7,3,3,4.0,3.0,4.0,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
2495,0,31,7,46840,1.0,16,2.0,4,2,2,2,3,3,3.0,4.0,3.0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
2496,0,37,7,15140,1.0,14,4.0,3,4,1,2,3,2,3.0,3.0,4.0,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2497,0,42,2,29560,5.0,13,23.0,2,20,4,8,3,4,2.0,2.0,4.0,2,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2498,0,35,16,51540,0.0,19,12.0,2,11,6,9,3,3,3.0,3.0,4.0,1,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2499,0,36,6,69620,4.0,12,4.0,2,1,0,0,3,3,3.0,4.0,2.0,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
2500,0,51,2,56750,5.0,13,13.0,2,4,1,2,3,3,2.0,4.0,3.0,3,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2501,0,41,23,23790,1.0,12,22.0,6,22,0,4,3,3,2.0,3.0,4.0,2,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2502,0,18,6,38120,1.0,15,0.0,3,0,0,0,3,4,4.0,2.0,3.0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2503,0,28,7,46480,0.0,23,9.0,2,8,0,7,4,4,4.0,2.0,3.0,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
2504,0,31,6,29360,4.0,12,10.0,2,8,7,7,3,3,3.0,4.0,3.0,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
2505,0,39,4,21050,0.0,20,19.0,3,18,3,7,4,3,2.0,4.0,4.0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2506,0,36,4,85780,7.0,21,11.0,4,9,0,8,4,1,3.0,2.0,3.0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2507,0,32,2,27060,1.0,21,13.0,4,13,4,8,4,3,4.0,3.0,4.0,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
2508,0,38,4,63840,3.0,19,19.0,4,10,0,1,3,3,2.0,4.0,3.0,1,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
2509,0,58,2,39680,2.0,13,12.0,3,5,1,2,3,2,4.0,3.0,4.0,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2510,0,31,16,99070,0.0,13,6.0,3,5,0,3,3,3,4.0,2.0,2.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False
2511,0,31,6,132250,3.0,21,9.0,2,2,1,0,4,3,3.0,4.0,3.0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
2512,0,45,2,35400,1.0,13,24.0,6,24,9,11,3,3,3.0,4.0,3.0,2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2513,0,31,13,28040,0.0,19,3.0,0,2,2,2,3,4,2.0,2.0,3.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2514,0,33,7,193920,6.0,12,12.0,3,10,8,8,3,3,2.0,4.0,2.0,1,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
2515,0,39,1,196650,1.0,22,21.0,6,21,11,10,4,4,3.0,2.0,4.0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
2516,0,43,6,24390,0.0,15,9.0,2,8,1,7,3,4,3.0,2.0,3.0,2,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
2517,0,49,1,73140,7.0,22,25.0,2,7,0,7,4,3,4.0,4.0,3.0,2,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
2518,0,27,12,39020,1.0,22,4.0,2,4,1,2,4,3,1.0,1.0,2.0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
2519,0,32,1,26620,1.0,11,13.0,6,13,11,9,3,4,4.0,2.0,3.0,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
2520,0,27,10,28560,1.0,12,5.0,5,5,0,4,3,1,3.0,4.0,3.0,0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False
2521,0,31,19,10810,4.0,11,13.0,4,7,1,7,3,2,4.0,4.0,2.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2522,0,32,6,24720,7.0,13,10.0,2,7,0,7,3,3,1.0,4.0,4.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False
2523,0,30,10,41970,1.0,13,11.0,3,10,1,9,3,3,2.0,4.0,4.0,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
2524,0,31,2,97130,1.0,17,10.0,5,10,8,9,3,3,4.0,2.0,3.0,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2525,0,39,15,20620,1.0,13,21.0,4,21,13,3,3,2,1.0,2.0,3.0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
2526,0,33,3,47880,3.0,11,9.0,0,7,0,1,3,3,4.0,4.0,3.0,1,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False
2527,0,47,3,59060,4.0,23,21.0,4,3,1,1,4,3,4.0,3.0,4.0,2,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
2528,0,43,11,38860,1.0,17,9.0,2,9,0,0,3,3,2.0,4.0,4.0,2,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
2529,0,27,2,168230,0.0,17,6.0,3,5,1,4,3,3,4.0,4.0,3.0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2530,0,54,1,29330,3.0,12,20.0,2,4,0,3,3,4,4.0,4.0,3.0,3,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
2531,0,43,6,65000,8.0,23,10.0,3,1,0,0,4,4,4.0,4.0,4.0,2,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
2532,0,45,2,171740,9.0,14,12.0,6,10,9,8,3,3,4.0,4.0,4.0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
2533,0,40,2,50330,2.0,14,6.0,6,4,0,2,3,2,2.0,3.0,3.0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
2534,0,29,6,25870,0.0,22,4.0,3,3,2,2,4,4,4.0,4.0,4.0,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2535,0,30,8,55070,1.0,12,10.0,2,10,1,2,3,2,3.0,4.0,4.0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2536,0,27,9,43930,1.0,18,8.0,2,8,0,7,3,4,4.0,3.0,4.0,0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
